ch_name,x,y,z
S9,-0.0659,-0.0825999999999999,0.0281
D8,-0.0774,-0.0577,0.0217
S10,-0.0862,-0.0305,0.0121
D9,-0.0867,-0.0043,0.0021
S11,-0.0827,0.0206,-0.0039
D10,-0.0711,-0.0762,0.0517
S12,-0.0815999999999999,-0.0512,0.0451
D11,-0.0896,-0.0257,0.0364
S13,-0.0892999999999999,0.0028,0.0282
D12,-0.0824,0.027,0.0224
S14,-0.0677,-0.0708,0.0716
D13,-0.0803,-0.0472999999999999,0.0658
S15,-0.0877,-0.0195,0.0584
D14,-0.0859,0.0074,0.0503
S16,-0.0785,0.0324,0.0428
