ch_name,x,y,z
D8,-0.066,-0.0670999999999999,0.0308
S9,-0.0736,-0.0402999999999999,0.0387
D9,-0.078,-0.0153,0.0453
S10,-0.0747999999999999,0.0144,0.0542999999999999
D10,-0.0670999999999999,0.0392,0.06
S11,-0.068,-0.0722,0.0509
D11,-0.075,-0.0476,0.0603
S12,-0.0779,-0.0197,0.0694
D12,-0.0751,0.0048,0.0741
S13,-0.0675,0.0272,0.0799
D13,-0.058,-0.0767,0.0792
S14,-0.068,-0.0542,0.0849
D14,-0.0735,-0.0266,0.0922
S15,-0.0719,-0.0034,0.0977
S16,-0.061,0.0215,0.1042
